"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Dec 10 19:31:54 GMT 2022","Sat Dec 10 19:31:54 GMT 2022","0","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox-cases-locator4]","
        user can go to all top links from the main page
        "
"skipped","Sat Dec 10 19:30:55 GMT 2022","Sat Dec 10 19:30:55 GMT 2022","0","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-2-locator1]","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Sat Dec 10 19:31:42 GMT 2022","Sat Dec 10 19:31:42 GMT 2022","0","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome-cases-locator4]","
        user can go to all top links from the main page
        "
"skipped","Sat Dec 10 19:30:52 GMT 2022","Sat Dec 10 19:30:52 GMT 2022","0","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-1-locator0]","
        test checks availability of each case page(doesn't check content!)
        "
"skipped","Sat Dec 10 19:31:03 GMT 2022","Sat Dec 10 19:31:03 GMT 2022","0","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-5-locator4]","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Sat Dec 10 19:31:51 GMT 2022","Sat Dec 10 19:31:51 GMT 2022","0","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox--locator3]","
        user can go to all top links from the main page
        "
"broken","Sat Dec 10 19:31:17 GMT 2022","Sat Dec 10 19:31:17 GMT 2022","0","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[chrome-negative_data_case1]","User is scrolling to the bottom and sends wrong data"
"skipped","Sat Dec 10 19:31:06 GMT 2022","Sat Dec 10 19:31:06 GMT 2022","0","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-9-locator8]","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Sat Dec 10 19:31:36 GMT 2022","Sat Dec 10 19:31:36 GMT 2022","0","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome-about-us-locator1]","
        user can go to all top links from the main page
        "
"skipped","Sat Dec 10 19:31:02 GMT 2022","Sat Dec 10 19:31:02 GMT 2022","0","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-3-locator2]","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Sat Dec 10 19:31:47 GMT 2022","Sat Dec 10 19:31:47 GMT 2022","0","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox-about-us-locator1]","
        user can go to all top links from the main page
        "
"broken","Sat Dec 10 19:31:37 GMT 2022","Sat Dec 10 19:31:37 GMT 2022","0","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome--locator3]","
        user can go to all top links from the main page
        "
"broken","Sat Dec 10 19:32:04 GMT 2022","Sat Dec 10 19:32:04 GMT 2022","0","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[chrome-t.me/fojin_tech-locator2]","
        user can go to all bottom links from the main page
        "
"broken","Sat Dec 10 19:31:55 GMT 2022","Sat Dec 10 19:31:55 GMT 2022","0","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox-contacts-locator5]","
        user can go to all top links from the main page
        "
"skipped","Sat Dec 10 19:31:01 GMT 2022","Sat Dec 10 19:31:01 GMT 2022","0","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-2-locator1]","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Sat Dec 10 19:31:32 GMT 2022","Sat Dec 10 19:31:32 GMT 2022","0","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome--locator0]","
        user can go to all top links from the main page
        "
"broken","Sat Dec 10 19:31:11 GMT 2022","Sat Dec 10 19:31:11 GMT 2022","0","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[firefox-negative_data_case0]","User is scrolling to the bottom and sends wrong data"
"broken","Sat Dec 10 19:31:41 GMT 2022","Sat Dec 10 19:31:41 GMT 2022","0","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome-contacts-locator5]","
        user can go to all top links from the main page
        "
"skipped","Sat Dec 10 19:30:52 GMT 2022","Sat Dec 10 19:30:52 GMT 2022","0","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-6-locator5]","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Sat Dec 10 19:32:08 GMT 2022","Sat Dec 10 19:32:08 GMT 2022","0","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[firefox-vk.com/fojin-locator1]","
        user can go to all bottom links from the main page
        "
"broken","Sat Dec 10 19:31:02 GMT 2022","Sat Dec 10 19:31:02 GMT 2022","0","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_positive_form_data[chrome]","User is scrolling to the bottom and sends correct data"
"skipped","Sat Dec 10 19:31:02 GMT 2022","Sat Dec 10 19:31:02 GMT 2022","0","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-4-locator3]","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Sat Dec 10 19:31:51 GMT 2022","Sat Dec 10 19:31:51 GMT 2022","0","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox--locator2]","
        user can go to all top links from the main page
        "
